"","Data Source","World Development Indicators","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65"
"44","China","CHN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.8194024840551","21.8194024840551","21.782841823056302","21.782841823056302","21.782841823056302","20.2345058626466","20.2345058626466","20.268456375838898","20.268456375838898","20.620992237597001","21.325744894543","21.325744894543","21.325744894543","21.323035594358601","21.323035594358601","23.401406093070001","23.401406093070001","23.6228455559311","23.6228455559311","24.247606019151799","24.8993288590604","24.9411764705882","24.9411764705882"
"45","Cote d'Ivoire","CIV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","8","8",NA,"8.52017937219731","8.52017937219731","8.52017937219731","8.52017937219731","8.52017937219731","8.52017937219731","8.8669950738916299","8.8669950738916299","8.8669950738916299","8.8669950738916299","11.0236220472441","10.4417670682731","10.4417670682731","9.4488188976377891","9.1633466135458193","9.1633466135458193","10.588235294117601","10.588235294117601","10.980392156862701","11.372549019607799"
"46","Cameroon","CMR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5555555555555598","5.5555555555555598","5.5555555555555598","5.5555555555555598","5.5555555555555598","8.8888888888888893","8.8888888888888893","8.8888888888888893","8.8888888888888893","8.8888888888888893","13.8888888888889","13.8888888888889","13.8888888888889","13.8888888888889","13.8888888888889","13.8888888888889","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","31.1111111111111","33.8888888888889"
"47","Congo, Dem. Rep.","COD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","8.4000000000000004","8.4000000000000004","8.4000000000000004","8.4000000000000004","8.4000000000000004",NA,"8.9430894308943092","8.9430894308943092","10.642570281124501","8.9430894308943092","8.9430894308943092","8.9430894308943092","8.9430894308943092","10","12.800000000000001"
"48","Congo, Rep.","COG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","12","12",NA,"8.5271317829457391","8.5271317829457391","8.5271317829457391","8.5271317829457391","7.2992700729926998","7.2992700729926998","7.2992700729926998","7.2992700729926998","7.2992700729926998","7.3529411764705896","7.3529411764705896","7.3529411764705896","7.3529411764705896","7.3529411764705896","11.2582781456954","11.2582781456954","11.2582781456954","11.2582781456954"
"49","Colombia","COL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.656441717791401",NA,"11.8012422360248","11.8012422360248","11.8012422360248","12.048192771084301","12.048192771084301","12.048192771084301","12.1212121212121","8.4337349397590398","8.4337349397590398","8.4337349397590398","8.4337349397590398","12.6506024096386","12.1212121212121","12.1212121212121","12.1212121212121","19.879518072289201","19.879518072289201","19.879518072289201","18.674698795180699","18.128654970760198","18.713450292397699","18.3431952662722"
"50","Comoros","COM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"3.0303030303030298","3.0303030303030298","3.0303030303030298","3.0303030303030298","3.0303030303030298","0","3.0303030303030298","3.0303030303030298","3.0303030303030298","3.0303030303030298","3.0303030303030298","3.0303030303030298","3.0303030303030298","6.0606060606060597","6.0606060606060597","6.0606060606060597","16.6666666666667"
"51","Cabo Verde","CPV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","15.2777777777778","18.0555555555556","18.0555555555556","18.0555555555556","18.0555555555556","20.8333333333333","20.8333333333333","20.8333333333333","20.8333333333333","20.8333333333333","23.6111111111111","23.6111111111111","23.6111111111111","23.6111111111111","25"
"52","Costa Rica","CRI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.789473684210501","19.2982456140351","19.2982456140351","19.2982456140351","19.2982456140351","35.087719298245602","35.087719298245602","35.087719298245602","35.087719298245602","38.596491228070199","36.842105263157897","36.842105263157897","36.842105263157897","38.596491228070199","38.596491228070199","38.596491228070199","38.596491228070199","33.3333333333333","33.3333333333333","33.3333333333333","35.087719298245602","45.614035087719301","45.614035087719301","45.614035087719301"
"53","Caribbean small states","CSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.570247933884295","12.023460410557178","12.911392405063284","13.225806451612904","14.615384615384613",NA,"15.935334872979208","17.824074074074073","17.82407407407408","17.241379310344829","18.099547511312206","17.488789237668154","17.381489841986451","15.246636771300448","15.84821428571429","16.17977528089888","17.078651685393268","17.155756207674955","19.730941704035896","20.403587443946208","21.252796420581671","21.923937360178986","22.59507829977629","25.503355704697999"
"54","Cuba","CUB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.750424448217299","27.620632279534099","27.620632279534099","27.620632279534099","27.620632279534099","27.620632279534099","35.960591133004897","35.960591133004897","35.960591133004897","35.960591133004897","35.960591133004897","43.159609120521203","43.159609120521203","43.159609120521203","45.221843003412999","45.221843003412999","48.856209150326798","48.856209150326798","48.856209150326798","48.856209150326798","48.856209150326798","53.223140495867803","53.223140495867803","53.223140495867803"
"55","Curacao","CUW","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Cayman Islands","CYM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Cyprus","CYP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.3571428571428603","5.3571428571428603","5.3571428571428603","7.1428571428571397","10.714285714285699","10.714285714285699","10.714285714285699","16.071428571428601","16.071428571428601","14.285714285714301","14.285714285714301","14.285714285714301","12.5","12.5","10.714285714285699","10.714285714285699","10.714285714285699","12.5","12.5","17.8571428571429","17.8571428571429","17.8571428571429","17.8571428571429","19.6428571428571"
"58","Czech Republic","CZE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","15","15","15","15","17","17","17","17","15.5","15.5","15.5","15.5","22","22","22","19.5","19.5","20","20","22","22","22.5","22.5"
"59","Germany","DEU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.1904761904762","26.1904761904762","30.941704035874402","30.941704035874402","31.081081081081098","32.172470978441098","32.172470978441098","32.75","31.758957654723101","31.5960912052117","31.647634584013101","32.189542483660098","32.797427652733099","32.797427652733099","32.903225806451601","32.903225806451601","36.450079239302703","36.450079239302703","36.450079239302703","36.450079239302703","30.7475317348378","30.7475317348378","30.888575458392101","31.170662905500699"
"60","Djibouti","DJI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","10.7692307692308","10.7692307692308","10.7692307692308","10.7692307692308","13.846153846153801","13.846153846153801","13.846153846153801","13.846153846153801","13.846153846153801","13.846153846153801","12.7272727272727","12.7272727272727","12.7272727272727","12.7272727272727","10.7692307692308","26.153846153846199","26.153846153846199","26.153846153846199"
"61","Dominica","DMA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.375","9.375","9.375",NA,"18.75","18.75","18.75","19.354838709677399","12.9032258064516","12.9032258064516","16.129032258064498","18.75","14.285714285714301","12.5","12.5","12.5","12.5","12.9032258064516","21.875","21.875","25","25","25","34.375"
"62","Denmark","DNK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.960893854748598","37.430167597765397","37.430167597765397","37.430167597765397",NA,"37.988826815642497","37.988826815642497","37.988826815642497","36.871508379888297","36.871508379888297","37.988826815642497","37.988826815642497","37.988826815642497","37.988826815642497","39.106145251396597","39.106145251396597","39.106145251396597","39.106145251396597","37.430167597765397","37.430167597765397","37.430167597765397","37.430167597765397","39.106145251396597","39.664804469273697"
"63","Dominican Republic","DOM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6666666666667","16.107382550335601","16.107382550335601","16.107382550335601","16.107382550335601","17.3333333333333","17.3333333333333","17.3333333333333","17.3333333333333","19.662921348314601","19.662921348314601","19.662921348314601","19.662921348314601","20.7650273224044","20.7650273224044","20.7650273224044","20.7650273224044","20.7650273224044","20.7650273224044","26.842105263157901","26.842105263157901","26.842105263157901","26.842105263157901","27.894736842105299"
"64","Algeria","DZA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1578947368421102","3.1578947368421102","3.1578947368421102","3.42105263157895","3.42105263157895","6.1696658097686399","6.1696658097686399","6.1696658097686399","6.1696658097686399","6.1696658097686399","7.7120822622108003","7.7120822622108003","7.7120822622108003","7.7120822622108003","7.9691516709511596","31.601731601731601","31.601731601731601","31.601731601731601","31.601731601731601","31.601731601731601","25.7575757575758","25.7575757575758","25.7575757575758","25.7575757575758"
"65","East Asia & Pacific (excluding high income)","EAP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.596707818930064","18.597785977859807","17.322834645669296","17.615002404231451","18.213660245183892","16.859446196985651","17.190872648782015","17.294730392156858","17.657483486386329","18.032786885245887","18.296284781594892","18.552875695732837","17.938538450227902","17.926846898944614","18.236732345750028","19.316877152698066","19.063245823389035","19.762665449566427","19.868637110016444","20.128033348220914","20.626015059796256","20.856373174535651","21.543129605548323"
"66","Early-demographic dividend","EAR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.3314441169802791","8.843106180665611","8.8089779172197424","9.6730245231607643","9.5216191352345909","11.088550479413424","11.265911596672346","12.145948072383954","12.886882829771558","13.431567016151886","14.72120393594443","15.545093695190621","16.988243740464867","17.421208427651059","17.55779701865572","19.294201099485726","20.069270733115264","21.073179589613229","22.162512739738716","22.345321288563149","22.305376344086028","22.789593953243106","22.948551664504972","24.450912939931207"
"67","East Asia & Pacific","EAS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.046831955922887","16.84560713745655","16.357597564350957","16.553727008712489","17.216758722888326","16.06960081883318","16.625342555135084","16.908902154165581","17.285791757049889","17.750230779374906","17.95848660010509","18.333987184516804","17.769423558897241","17.698677542948943","17.856703944942847","18.82742548755061","18.595512739257202","19.28737412858251","19.426188068756336","19.810606060606045","20.235707121364094","20.503814944895232","21.330049261083737"
"68","Europe & Central Asia (excluding high income)","ECA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.372405729318908","6.8364143704220366",NA,"7.3027902170168764","9.108967082860385","10.999194198227235","9.3927355278093039","10.924872792577068","10.833088018840154","11.489019817889663","13.881544156530939","14.215283483976993","15.001318217769573","15.08102456874019","15.790849673202617","17.373530914665309","17.600409311844469","18.027298480556279","18.020108275328688","18.533815178110491","20.402222810267265","20.773451789913768","22.634605331939365","23.566378633150059"
"69","Europe & Central Asia","ECS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.511278195488725","15.159627206028167","16.055572965632507","16.562282533054979","16.537589724216094","18.335267433273547","17.763657056145671","18.812457553119234","19.161619984859954","19.532967032967033","21.009935283930371","21.348832918165886","21.894621894621896","21.993469980047163","22.704174228675129","23.75078779148285","24.797625472207237","25.348495964783559","25.743119266055047","26.005879110784495","27.384785208352497","27.953837699212315","29.455944312145085","30.29414459818565"
"70","Ecuador","ECU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.6585365853658498","17.355371900826398","17.355371900826398","14.634146341463399","14.634146341463399",NA,"16","16","16","25","25","25","32.258064516128997","32.258064516128997","32.258064516128997","32.258064516128997","38.686131386861298","41.605839416058402","41.605839416058402","41.605839416058402","37.956204379562003","37.956204379562003","37.956204379562003","39.416058394160601"
"71","Egypt, Arab Rep.","EGY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9823788546255501","1.9823788546255501","1.9823788546255501","1.9823788546255501","2.4229074889867799","2.4229074889867799","2.4229074889867799","2.8634361233480199","1.9823788546255501","2.0361990950226199","1.80995475113122","1.80995475113122","1.7621145374449301","12.6953125","1.9685039370078701","1.9685039370078701",NA,NA,NA,"14.932885906040299","14.932885906040299","14.932885906040299","14.932885906040299","27.411167512690401"
"72","Euro area","EMU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.868848706797902","17.029068436713214","18.281885618569028","19.331463300607762","19.129438717067586","19.082301529497443","20.690459528808024","21.705046545810877","22.160148975791426","23.039443155452435","24.652133580705023","24.959443800695254","25.462534690101759","25.323774283071227","26.046726810085584","27.424207359407539","29.965397923875432","30.110752191970455","30.196078431372559","30.321238733533633","31.213084961381195","31.970006816632576","33.371194911403911","33.855585831062676"
"73","Eritrea","ERI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.952380952380999","20.952380952380999","14.6666666666667","14.6666666666667","14.6666666666667","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22","22",NA
"74","Spain","ESP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.712643678160902","24.712643678160902","21.551724137931","28.285714285714299","28.285714285714299","28.285714285714299","28.285714285714299","36","36","36","36.571428571428598","36.285714285714299","36.571428571428598","36.571428571428598","36","36","36","39.714285714285701","41.142857142857103","39.142857142857103","39.142857142857103","39.142857142857103","44","44"
"75","Estonia","EST","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.891089108910901","10.891089108910901","17.821782178217799","17.821782178217799","17.821782178217799","17.821782178217799","18.8118811881188","18.8118811881188","18.8118811881188","18.8118811881188","20.7920792079208","20.7920792079208","22.7722772277228","22.7722772277228","19.801980198019798","20.7920792079208","20.7920792079208","19","23.762376237623801","23.762376237623801","26.7326732673267","26.7326732673267","29.702970297029701","28.712871287128699"
"76","Ethiopia","ETH","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.0484171322160099","2.0484171322160099","2.0257826887661099","7.6923076923076898","7.6782449725777004","7.6782449725777004","7.6782449725777004","7.6782449725777004","21.428571428571399","21.928166351606801","21.928166351606801","21.928166351606801","21.928166351606801","27.787934186471698","27.787934186471698","27.787934186471698","27.787934186471698","27.787934186471698","38.7568555758684","38.7568555758684","38.7568555758684","38.7568555758684","38.7568555758684","38.7568555758684"
"77","European Union","EUU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.014880505035325","17.059972944536309","17.994739285161685","19.573922793528752","19.550492610837438","20.283092238295215","21.377598510704303","22.072425145007049","22.178398058252426","22.884819131224457","23.876532001815722","24.153567110036281","24.467924528301882","24.377358490566039","25.113327289211238","26.037623171095845","27.681764004767572","28.240527688295746","28.266543835406111","28.285933897002305","29.789522200030721","30.516287645974177","31.817483484406207","32.406696360006144"
"78","Fragile and conflict affected situations","FCS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.3314818929126861","9.5521023765996329","9.5992544268406323","10.308246597277824","12.394630034342805","13.427230046948363","13.748031496062994","13.681747269890797","13.456661196479191","14.271225731671983","15.55968416163493","16.063967727993084","17.351327302387663","16.436251920122888","19.055944055944053","18.867379370124244","19.397389613996122","19.185377086931499","19.02245706737121","20.616630333229534"
"79","Finland","FIN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.5","33.5","37","36.5","36.5","36.5","37.5","37.5","37.5","38","41.5","41.5","40","40","42.5","42.5","42.5","42.5","41.5","41.5","42","42","47","46"
"80","Fiji","FJI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.28571428571429","4.28571428571429","11.2676056338028",NA,"5.71428571428571","5.71428571428571","5.71428571428571","8.4507042253521103","8.4507042253521103",NA,NA,NA,NA,NA,NA,NA,NA,"14","16","16","16","19.6078431372549","19.6078431372549","19.6078431372549"
"81","France","FRA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.918544194107501","10.918544194107501","10.918544194107501","10.918544194107501","10.918544194107501","12.1317157712305","12.1951219512195","12.1951219512195","12.1951219512195","12.1951219512195","18.197573656845801","18.197573656845801","18.890814558058899","18.890814558058899","18.890814558058899","26.863084922010401","26.863084922010401","26.1698440207972","26.1698440207972","26.1698440207972","38.994800693240897","39.5833333333333","39.688041594454099","39.514731369150802"
"82","Faroe Islands","FRO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Micronesia, Fed. Sts.","FSM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Gabon","GAB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.3333333333333304","8.3333333333333304","8.3333333333333304","9.1666666666666696","9.1666666666666696","9.2436974789915993","9.2436974789915993","9.2436974789915993","9.2436974789915993","12.5","16.6666666666667","16.6666666666667","14.6551724137931","14.6551724137931","14.1666666666667","15.789473684210501","15.789473684210501","15","14.1666666666667","14.1666666666667","17.094017094017101",NA,"17.910447761194","14.7887323943662"
"85","United Kingdom","GBR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.209408194233699","18.209408194233699","18.361153262519","18.361153262519","17.905918057663101","17.905918057663101","17.905918057663101","18.057663125948402","19.659442724458199","19.659442724458199","19.504643962848299","19.504643962848299","19.504643962848299","22","22.307692307692299","22.461538461538499","22.461538461538499","22.615384615384599","29.384615384615401","29.5839753466872","32","32.153846153846203","32","33.846153846153797"
